SKU#,Description,Local Description,Unit,Qty From,QtyTo,Quote Price,Foc,Discount Percent,Discount Amount,TaxType,TaxRate,Vendor SKU#,Comment,
'12010045,LUFFA,บวบเหลี่ยม,KG,,,38,,,,N,0,,,
'12010046,MANGLUK LEAVE,ใบแมงลัก,KG,,,65,,,,N,0,,,
'12010047,MARROW VAGETABLE,ฟักเขียว,KG,,,13,,,,N,0,,,
'12010048,MINT LEAF,สาระแหน่,KG,,,90,,,,N,0,,,
'12010049,MORNING GLORY,ผักบุ้งไทย,KG,,,25,,,,N,0,,,
'12010050,MUSHROOM ERYNJI 1KG.,เห็ดเออรินจิ 1 กก.,KG,,,55,,,,N,0,,,
'12010051,MUSHROOM JELLY,เห็ดหูหนูสด,KG,,,55,,,,N,0,,,
'12010052,MUSHROOM OYSTER,เห็ดนางฟ้า,KG,,,75,,,,N,0,,,
'12010055,MUSHROOM STRAW (324038),เห็ดฟาง(324038),KG,,,170,,,,N,0,,,
'12010056,MUSHROOM WHITE,เห็ดหูหนูขาว,KG,,,320,,,,N,0,,,
'12010057,ONION LARGE,หอมใหญ่,KG,,,30,,,,N,0,,,
'12010058,ONION SPRING,ต้นหอม,KG,,,65,,,,N,0,,,
'12010059,PAK MEANG,ผักเหมียง,KG,,,100,,,,N,0,,,
'12010060,POTATO LARGE,มันฝรั่งใหญ่,KG,,,31,,,,N,0,,,
'12010061,POTATO SWEET,มันเทศ,KG,,,30,,,,N,0,,,
'12010062,PUMPKIN LARGE,ฟักทองใหญ่,KG,,,20,,,,N,0,,,
'12010063,RA LEAF,ใบรา,KG,,,65,,,,N,0,,,
'12010064,RADICHIO,เรดิชิโอ้,KG,,,120,,,,N,0,,,
'12010065,RED CORAL,เรดโครอล,KG,,,90,,,,N,0,,,
'12010066,RED OAK 0.5 KG.,เรดโอ๊ด 0.5 กก.,KG,,,90,,,,N,0,,,
'12010067,RHY ZOME,กระชาย,KG,,,50,,,,N,0,,,
'12010068,ROMAIN COS CHINESE,โรแมนคอส,KG,,,53,,,,N,0,,,
'12010069,SMALL LOTUS LEAF,ใบบัวบก,KG,,,60,,,,N,0,,,
'12010070,STRING BEANS,ถั่วฝักยาว,KG,,,60,,,,N,0,,,
'12010071,SWEET BASIL,โหระพา,KG,,,55,,,,N,0,,,
'12010072,SWEET PEA /KG,ถั่วลันเตาหวาน/กก.,KG,,,100,,,,N,0,,,
'12010074,TARO ROOT,เผือก,KG,,,68,,,,N,0,,,
'12010075,THAI PARSLEY,ผักชีไทย,KG,,,85,,,,N,0,,,
'12010076,TOMATO QUEEN,มะเขือเทศราชินี,KG,,,48,,,,N,0,,,
'12010077,TOMATO RED,มะเขือเทศท้อ,KG,,,22,,,,N,0,,,
'12010078,TOMATO SEDA,มะเขือเทศสีดา,KG,,,25,,,,N,0,,,
'12010079,TURNIP DRIED FLAKE,ไชโป๊วสับ,KG,,,65,,,,N,0,,,
'12010080,TURNIP FLAKE,ไชโป๊วหวานฝอย,KG,,,65,,,,N,0,,,
'12010081,TURNIP WHITE,หัวไชเท้า,KG,,,26,,,,N,0,,,
'12010082,WHITE LETTUCE,กาดขาว,KG,,,28,,,,N,0,,,
'12010083,YOD MUI,ยอดหมุย,KG,,,150,,,,N,0,,,
'12010085,ZUCHINI,ซูกินีเขียว,KG,,,85,,,,N,0,,,
'12010086,กระเทียมไทยกลีบ,กระเทียมไทยกลีบ,KG,,,165,,,,N,0,,,
'12010087,กระเทียมจีนหัว,กระเทียมจีนหัว,KG,,,75,,,,N,0,,,
'12010088,คะน้าฮ่องกง,คะน้าฮ่องกง,KG,,,130,,,,N,0,,,
'12010089,มันม่วง,มันม่วง,KG,,,40,,,,N,0,,,
'12010090,SHALLOT,หอมแดงไทย,KG,,,120,,,,N,0,,,
'12010091,ASPARAGUS GREEN 1KG.,หน่อไม้ฝรั่งสด 1 กก.,KG,,,115,,,,N,0,,,
'12010092,BROCCOLI,บล็อคโคลี่,KG,,,45,,,,N,0,,,
'12010093,CAULIFIOWER EXPORT,ดอกกะหล่ำนอก,KG,,,40,,,,N,0,,,
'12010095,CHILI BRID GREEN (CUT),พริกขี้หนูเขียว(เด็ด),KG,,,60,,,,N,0,,,
'12010096,EGGPLANT PURPLE,มะเขือม่วงกลม,KG,,,85,,,,N,0,,,
'12010097,FRILLICE ICEBERG,ฟิลเลย์ไอซ์เบิร์ก,KG,,,90,,,,N,0,,,
'12010098,GARLIC LARGE & TO LEVER OUT,กระเทียมใหญ่(แกะ),KG,,,93,,,,N,0,,,
'12010099,ITALIAN BASIL,โหระพาอิตาเลียน,KG,,,600,,,,N,0,,,
'12010101,PALM HEAD,ยอดมะพร้าว(หัว),KG,,,60,,,,N,0,,,
'12010102,PARSLEY FRENCH,ผักชีฝรั่ง/พาสเลย์,KG,,,90,,,,N,0,,,
'12010103,RED CABBAGE,กะหล่ำม่วง,KG,,,38,,,,N,0,,,
'12010105,SHALLOT (CUT),หอมแดงพม่า(แกะ),KG,,,150,,,,N,0,,,
'12010106,SNOW PEA,ถั่วลันเตา,KG,,,100,,,,N,0,,,
'12010107,TAM LUNG,ตำลึง(เด็ด),KG,,,70,,,,N,0,,,
'12010108,CELERY THAI,คื่นช่ายไทย,KG,,,75,,,,N,0,,,
'12010109,TOMATO BIG BEEF,มะเขือเทศเนื้อ,KG,,,90,,,,N,0,,,
'12010110,EGG PLANT SMALL ( SPLIT ),มะเขือพวง(เด็ด),KG,,,100,,,,N,0,,,
'12010111,TURMERIC WHITE,ขมิ้นขาว,KG,,,115,,,,N,0,,,
'12010112,BAMBOO PICKLED YELLOW,หน่อไม้เหลืองยาว(ต้ม),KG,,,65,,,,N,0,,,
'12010113,BAMBOO YELLOW FLAK,หน่อไม้เหลืองฝอย,KG,,,65,,,,N,0,,,
'12010114,CABBAGE  WHITE,กะหล่ำปลีขาว,KG,,,24,,,,N,0,,,
'12010115,CUCUMBER JAPANESE,แตงกวาญี่ปุ่น,KG,,,55,,,,N,0,,,
'12010118,BABY CARROT,เบบี้เเครอท,KG,,,120,,,,N,0,,,
'12010121,BAMBOO SHOOTS PICKLED KG.,หน่อไม้ดอง,KG,,,45,,,,N,0,,,
'12010122,BEETROOT,บีทรูท,KG,,,38,,,,N,0,,,
'12010123,BITTER CUCUMBER,มะระ,KG,,,45,,,,N,0,,,
'12010124,BUTTER HEAD,บัตเตอร์เฮด,KG,,,100,,,,N,0,,,
'12010125,CALAHASH,ลูกน้ำเต้า,KG,,,45,,,,N,0,,,
'12010126,CHILI BRID GREEN,พริกขี้หนูเขียว(ไม่เด็ด),KG,,,45,,,,N,0,,,
'12010127,CHILI DRY SMALL (CUT) 0.5KG.,พริกแห้งเล็ก(เด็ด) 0.5 กก.,KG,,,100,,,,N,0,,,
'12010128,CHINESE SALTED RADISH,หัวไชโป๊วเค็ม,KG,,,65,,,,N,0,,,
'12010129,CORN ON THE NO COB,ข้าวโพดฝัก(ไม่ปอกเปลือก),KG,,,20,,,,N,0,,,
'12010130,FRESH THYME LEAF (26260),ใบไทม์สด(26260),KG,,,1000,,,,N,0,,,
'12010131,GALANGA WHOLE STRONG,ข่าแก่,KG,,,40,,,,N,0,,,
'12010132,GARLIC LARGE,กระเทียมใหญ่,KG,,,70,,,,N,0,,,
'12010133,GINGER BABY (323661),ขิงอ่อน(323661),KG,,,48,,,,N,0,,,
'12010136,JAPANESE PUMPKIN,ฟักทองญี่ปุ่น,KG,,,95,,,,N,0,,,
'12010137,KAI LAN (151020),ยอดคะน้าฮ่องกง (151020),KG,,,140,,,,N,0,,,
'12010138,KANANG,แขนง,KG,,,45,,,,N,0,,,
'12010139,KEELEK FLOWER,ดอกขี้เหล็กต้ม,KG,,,55,,,,N,0,,,
'12010140,KEELEK LEAVES,ใบขี้เหล็กต้ม,KG,,,45,,,,N,0,,,
'12010144,MUSHROOM FRESH SHITAKE 1KG.,เห็ดหอมสด 1 กก.,KG,,,135,,,,N,0,,,
'12010145,OKRA,กระเจี๊ยบเขียว,KG,,,50,,,,N,0,,,
'12010148,PICKLE NUT BIG HEADS,ถั่วดองหัวโต,KG,,,135,,,,N,0,,,
'12010150,PUMPKIN SMALL,ฟักทองเล็ก,KG,,,45,,,,N,0,,,
'12010151,RED RADISH,เรดิช,KG,,,80,,,,N,0,,,
'12010152,ROCKET,ร็อกเก็ต,KG,,,300,,,,N,0,,,
'12010153,SHOWN LEAVES CUT,โชนหั่น,KG,,,40,,,,N,0,,,
'12010154,SUNFLOWER SPROUTS 500 G. (208299),ต้นอ่อนทานตะวัน 500ก.(208299),KG,,,180,,,,N,0,,,
'12010155,TAM LUAN,ตำลึง,KG,,,150,,,,N,0,,,
'12010158,WHOLE THAI GARLIC,กระเทียมไทย,KG,,,175,,,,N,0,,,
'12010159,YAM BEAN WHOLE,มันแกวหัว,KG,,,30,,,,N,0,,,
'12010162,ใบชะมวง,ใบชะมวง,KG,,,70,,,,N,0,,,
'12010164,ผักบุ้งก้านแดง,ผักบุ้งก้านแดง,KG,,,100,,,,N,0,,,
'12010165,มะพร้าวคั่ว,มะพร้าวคั่ว,KG,,,250,,,,N,0,,,
'12020001,BANANA LEAVE,ใบตอง,Kg,,,25,,,,N,0,,,
'15010006,BEAN BLACK ,ถั่วดำ,KG,,,90,,,,N,0,,,
'15010022,DRY SHRIMP MID,กุ้งแห้งกลาง,KG,,,480,,,,N,0,,,
'15010023,DRY SHRIMP SMALL,กุ้งแห้งเล็ก,KG,,,420,,,,N,0,,,
'15010025,FRIED SHALLOT,หอมแดงเจียว,KG,,,140,,,,N,0,,,
'15010028,GREEN BEAN,ถั่วเขียว,KG,,,65,,,,N,0,,,
'15010033,KUNG-SIAB,กุ้งเสียบใหญ่,KG,,,700,,,,N,0,,,
'15010036,MUSHROOM SHITAKE LARGE,เห็ดหอมแห้งใหญ่,KG,,,420,,,,N,0,,,
'15010037,MUSHROOM SHITAKE MID,เห็ดหอมแห้งกลาง,KG,,,380,,,,N,0,,,
'15010042,PEA NUT BEAN ROW,ถั่วลิสงดิบเม็ด,KG,,,85,,,,N,0,,,
'15010060,กุ้งแห้งฝอย,กุ้งแห้งฝอย,KG,,,190,,,,N,0,,,
'15010061,ข้าวตังดิบ,ข้าวตังดิบ,KG,,,250,,,,N,0,,,
'15010062,ดอกอัญชันแห้ง,ดอกอัญชันแห้ง,KG,,,720,,,,N,0,,,
'15010065,SAKU DRY SEED,สาคูเม็ดเล็กตรามังกร 7 ดาว(สีขาว),KG,,,65,,,,N,0,,,
'15010066,SAUSAGE CHINESE,กุนเชียงไก่ธรรมดา,KG,,,160,,,,N,0,,,
'15010069,PICKLED,ผักกาดดอง,KG,,,30,,,,N,0,,,
'15010070,BLACK PEPPER 1 kg.,พริกไทยเม็ดดำ1 กก.,KG,,,180,,,,N,0,,,
'15010071,CINAMON STICK(MAI HOOM),อบเชย(ไม้หอม),KG,,,290,,,,N,0,,,
'15010073,SESAMI BLACK SEED RAITIP,เม็ดงาดำไร่ทิพย์,KG,,,150,,,,N,0,,,
'15010074,SESAMI WHITE SEED RAITIP,เม็ดงาขาวไร่ทิพย์,KG,,,160,,,,N,0,,,
'15010075,RED BEAN  BIG,ถั่วแดงหลวง,KG,,,90,,,,N,0,,,
'15010077,ปลากรอบฉิ้งฉ้างปรุงรส,ปลากรอบฉิ้งฉ้างปรุงรส,KG,,,220,,,,N,0,,,
'15010079,ADLAY SEED 1KG.,เมล็ดเดือย 1 กก.,KG,,,120,,,,N,0,,,
'15010101,CHINESE BEAN,ถั่วจีนปอกเปลือก,KG,,,90,,,,N,0,,,
'15010106,CORN SUGAR SURUB,แบะแซะใส,KG,,,55,,,,N,0,,,
'15010109,DRIED RED CHILLI,พริกขี้หนูแดงแห้ง,KG,,,200,,,,N,0,,,
'15010110,DRY SHRIMP LARGE,กุ้งแห้งใหญ่,KG,,,700,,,,N,0,,,
'15010111,DRY SMALL FISH,ปลาฉิ้งฉ้าง,KG,,,150,,,,N,0,,,
'15010112,DRY SMALL FISH (CUT),ปลาฉิ้งฉ้าง(แกะ),KG,,,175,,,,N,0,,,
'15010115,GREEN BEAN HALF,ถั่วเขียวซีก,KG,,,90,,,,N,0,,,
'15010125,LIME LOCAL,ส้มแขกแห้ง,KG,,,210,,,,N,0,,,
'15010139,MAW FISH DRY BIG,กระเพาะปลาแห้งหลอดใหญ่,KG,,,750,,,,N,0,,,
