SKU#,Description,Local Description,Unit,Qty From,QtyTo,Quote Price,Foc,Discount Percent,Discount Amount,TaxType,TaxRate,Vendor SKU#,Comment,
15060045,ครื่องแกงคั่ว,เครื่องแกงคั่ว,KG,,,110,,,,N,0,,,
'15060026,KUA KLING CURRY (851293),เครื่องแกงคั่วกลิ้ง (851293),KG,,,110,,,,N,0,,,
'15060012,PED PASTE CURRY,เครื่องแกงผัดเผ็ด,KG,,,110,,,,N,0,,,
'15060002,CHILI PASTE CURRY,เครื่องแกงพริก,KG,,,110,,,,N,0,,,
'15060009,MUSMAN CURRY,เครื่องแกงมัสมั่น,KG,,,110,,,,N,0,,,
12010169,FENNEL,เฟนเนล,KG,,,110,,,,N,0,,,
'15140009,STICKY RICE BLACK 1KG.,ข้าวเหนียวดำดิบ 1 กก.,KG,,,110,,,,N,0,,,
'15060018,TORD MAN PLA,ทอดมันปลา,KG,,,110,,,,N,0,,,
12010073,SWEET VEGELTABLE,ผักหวาน,Kg,,,110,,,,N,0,,,
'12010006,BELL PEPPER GREEN,พริกยักษ์เขียว,KG,,,110,,,,N,0,,,
'16020012,LOOK CHID,ลูกชิด,KG,,,110,,,,N,0,,,
'15060005,KATI PASTE CURRY,เครื่องแกงกะทิ,KG,,,100,,,,N,0,,,
'15060006,KUENGKANG KAWHMON,เครื่องข้าวหมกไก่,KG,,,100,,,,N,0,,,
'12010108,CELERY THAI,คื่นช่ายไทย,KG,,,100,,,,N,0,,,
12010146,ONION SPRING FLOWER,ดอกหอม,KG,,,100,,,,N,0,,,
'15010042,PEA NUT BEAN ROW,ถั่วลิสงดิบเม็ด,KG,,,100,,,,N,0,,,
'15130071,ปูนแดง,ปูนแดง,KG,,,100,,,,N,0,,,
'12010102,PARSLEY FRENCH,ผักชีฝรั่ง/พาสเลย์,KG,,,100,,,,N,0,,,
'12010095,CHILI BRID GREEN (CUT),พริกขี้หนูเขียว(เด็ด),KG,,,100,,,,N,0,,,
'12010052,MUSHROOM OYSTER,เห็ดนางฟ้า,KG,,,95,,,,N,0,,,
'12010098,GARLIC LARGE & TO LEVER OUT,กระเทียมใหญ่(แกะ),KG,,,95,,,,N,0,,,
'12010126,CHILI BRID GREEN,พริกขี้หนูเขียว(ไม่เด็ด),KG,,,95,,,,N,0,,,
'12010043,LOCAL PEPPER GREEN,พริกหยวก,KG,,,95,,,,N,0,,,
'12010076,TOMATO QUEEN,มะเขือเทศราชินี,KG,,,95,,,,N,0,,,
'12010138,KANANG,แขนง,KG,,,90,,,,N,0,,,
'12010044,LONG PARSLES,ชีใบเลื่อย,KG,,,90,,,,N,0,,,
'12010139,KEELEK FLOWER,ดอกขี้เหล็กต้ม,KG,,,90,,,,N,0,,,
'12010039,LEEK ( TON KRA THIAM ),ต้นกระเทียม,KG,,,90,,,,N,0,,,
'12010109,TOMATO BIG BEEF,มะเขือเทศเนื้อ,KG,,,90,,,,N,0,,,
'15010161,TAMARIND,มะขามเปียกแกะเม็ด,KG,,,90,,,,N,0,,,
12010180,บวบงู,บวบงู,KG,,,85,,,,,,,,
'12010078,TOMATO SEDA,มะเขือเทศสีดา,KG,,,85,,,,N,0,,,
'12010115,CUCUMBER JAPANESE,แตงกวาญี่ปุ่น,KG,,,80,,,,N,0,,,
'16020007,KANOM BAULOY PHUKET,ขนมบัวลอยดิบ-ภูเก็ต,KG,,,80,,,,N,0,,,
'16020002,KANOM LOD CHONG PANDANUS,ขนมลอดช่องใบเตย,KG,,,80,,,,N,0,,,
'12010085,ZUCHINI,ซูกินีเขียว,KG,,,80,,,,N,0,,,
'12010107,TAM LUNG,ตำลึง(เด็ด),KG,,,80,,,,N,0,,,
'12010096,EGGPLANT PURPLE,มะเขือม่วงกลม,KG,,,80,,,,N,0,,,
'12010151,RED RADISH,เรดิช,KG,,,75,,,,N,0,,,
12000083,PASSION FRUIT,เสาวรสสด,KG,,,75,,,,N,0,,,
'12010051,MUSHROOM JELLY,เห็ดหูหนูสด,KG,,,75,,,,N,0,,,
'12000008,DRAGON FRUIT,แก้วมังกรขาว,KG,,,75,,,,N,0,,,
'12000047,DRAGON FRUIT 3 PCS,แก้วมังกรขาว(ขอ3ลูกผลไม้ไหว้ศาล),KG,,,75,,,,N,0,,,
'12010068,ROMAIN COS CHINESE,โรแมนคอส,KG,,,75,,,,N,0,,,
'12010162,ใบชะมวง,ใบชะมวง,KG,,,75,,,,N,0,,,
'12010132,GARLIC LARGE,กระเทียมใหญ่,KG,,,75,,,,N,0,,,
'12010087,กระเทียมจีนหัว,กระเทียมจีนหัว,KG,,,75,,,,N,0,,,
'12010067,RHY ZOME,กระชาย,KG,,,75,,,,N,0,,,
'12010032,GINGER SLICED,ขิงฝอย,KG,,,75,,,,N,0,,,
12010011,CELERY IMPORT,คื่นช่ายฝรั่ง,KG,,,75,,,,N,0,,,
'12010027,FRENCH BEAN,ถั่วแขก,KG,,,75,,,,N,0,,,
'12010014,CHILI BRID RED (CUT),พริกขี้หนูแดงเด็ด,KG,,,75,,,,N,0,,,
'12010090,SHALLOT,หอมแดงไทย,KG,,,75,,,,N,0,,,
'12010093,CAULIFIOWER EXPORT,ดอกกะหล่ำนอก,KG,,,73,,,,N,0,,,
'12010153,SHOWN LEAVES CUT,โชนหั่น,KG,,,70,,,,N,0,,,
'15060021,กะปิแกงอย่างดี,กะปิแกงอย่างดี,KG,,,70,,,,N,0,,,
'12010042,LETTUCE ICEBERG,กาดแก้ว,KG,,,70,,,,N,0,,,
'12010031,GINGER OLD,ขิงแก่,KG,,,70,,,,N,0,,,
'15040018,NOODLE SMALL GREEN,บะหมี่หยก,KG,,,70,,,,N,0,,,
'12010020,CHINESES CHIVES,กุ้ยฉ่ายเขียว(ต้น),KG,,,65,,,,N,0,,,
'12010070,STRING BEANS,ถั่วฝักยาว,KG,,,65,,,,N,0,,,
'12010013,CHILI BRID RED,พริกขี้หนูแดง,KG,,,65,,,,N,0,,,
'12010077,TOMATO RED,มะเขือเทศท้อ,KG,,,65,,,,N,0,,,
'16020001,รวมมิตรดิบ,รวมมิตรดิบ,KG,,,65,,,,N,0,,,
'16020011,LOD CHONG SINGAPORE,ลอดช่องสิงค์โปร์,KG,,,65,,,,N,0,,,
'12010050,MUSHROOM ERYNJI 1KG.,เห็ดเออรินจิ 1 กก.,KG,,,60,,,,N,0,,,
'12010046,MANGLUK LEAVE,ใบแมงลัก,KG,,,60,,,,N,0,,,
'12010012,CHAPOO LEAVES,ใบชะพลู,KG,,,60,,,,N,0,,,
'12010035,KAFFIR LIME LEAVE,ใบมะกรูด,KG,,,60,,,,N,0,,,
'12010063,RA LEAF,ใบรา,KG,,,60,,,,N,0,,,
'15060004,GROUND SHRIMP PASTE,กะปิน้ำพริก,KG,,,60,,,,N,0,,,
'16020003,KANOM KLONG KLEAK,ขนมคลองแคลงดิบ,KG,,,60,,,,N,0,,,
'15140016,WHITH GLUTINOUS RICE RAITIP 1 KG. (223239),ข้าวเหนียว ไร่ทิพย์ 1 กก.(223239),KG,,,60,,,,N,0,,,
'15140010,ข้าวเหนียวดิบเขี้ยวงูไร่ทิพย์ 1กก.(223239),ข้าวเหนียวดิบเขี้ยวงู ไร่ทิพย์ 1กก.(223239),KG,,,60,,,,N,0,,,
'12010001,BABY CORN,ข้าวโพดอ่อน,KG,,,60,,,,N,0,,,
'15090025,SUGAR GROUD 1 KG.,น้ำตาลกรวด 1 กก.,KG,,,60,,,,N,0,,,
'15040012,NOODLE SMALL YELLOW,บะหมี่เหลือง,KG,,,60,,,,N,0,,,
'12010136,JAPANESE PUMPKIN,ฟักทองญี่ปุ่น,KG,,,60,,,,N,0,,,
'12000039,LEMON YELLOW BIG,มะนาวเหลือง,KG,,,60,,,,N,0,,,
'12000018,LEMON FRUIT BIG ( NO SEED ),มะนาวใหญ่ไร้เม็ด,KG,,,60,,,,N,0,,,
'12010123,BITTER CUCUMBER,มะระ,KG,,,60,,,,N,0,,,
'12010101,PALM HEAD,ยอดมะพร้าว(หัว),KG,,,60,,,,N,0,,,
'12010074,TARO ROOT,เผือก,KG,,,55,,,,N,0,,,
'12010071,SWEET BASIL,โหระพา,KG,,,55,,,,N,0,,,
'12010079,TURNIP DRIED FLAKE,ไชโป๊วสับ,KG,,,55,,,,N,0,,,
'12010080,TURNIP FLAKE,ไชโป๊วหวานฝอย,KG,,,55,,,,N,0,,,
'12010145,OKRA,กระเจี๊ยบเขียว,KG,,,55,,,,N,0,,,
'15060015,SHRIMP PASTE CURRY,กะปิแกง,KG,,,55,,,,N,0,,,
'12010092,BROCCOLI,บล็อคโคลี่,KG,,,55,,,,N,0,,,
'12010112,BAMBOO PICKLED YELLOW,หน่อไม้เหลืองยาว(ต้ม),KG,,,55,,,,N,0,,,
12010179,หอมอินโดใหญ่(แกะ),หอมอินโดใหญ่(แกะ),Kg,,,55,,,,N,0,,,
'15040002,KUAY JAB NOODLE,เส้นก๊วยจั๊บ,KG,,,50,,,,N,0,,,
'12010034,HOT BASIL,กระเพรา,KG,,,50,,,,N,0,,,
'12010038,KWANG TUNG,กวางตุ้ง,KG,,,50,,,,N,0,,,
'12010131,GALANGA WHOLE STRONG,ข่าแก่,KG,,,50,,,,N,0,,,
'15090011,SUGAR WHITE  1KG.,น้ำตาลทรายขาว 1 กก.,KG,,,50,,,,N,0,,,
'12010017,CHILLI FINGER ( GREEN ),พริกชี้ฟ้าเขียว,KG,,,50,,,,N,0,,,
'12010018,CHILLI FINGER ( RED ),พริกชี้ฟ้าแดง,KG,,,50,,,,N,0,,,
'12010113,BAMBOO YELLOW FLAK,หน่อไม้เหลืองฝอย,KG,,,50,,,,N,0,,,
'12010105,SHALLOT (CUT),หอมแดงพม่า(แกะ),KG,,,50,,,,N,0,,,
'16020005,JELATINE  BLACK,เฉาก๊วย(วุ้นดำ),KG,,,45,,,,N,0,,,
'15040016,NOODLE SMALL,ก๋วยเตี๋ยวเส้นเล็ก,KG,,,45,,,,N,0,,,
'12010022,CORN ON THE COB,ข้าวโพดฝัก(ปอกเปลือก),KG,,,45,,,,N,0,,,
'12010122,BEETROOT,บีทรูท,KG,,,45,,,,N,0,,,
12010171,EGGPLANT PURPLE LONG : ,มะเขือม่วงยาว,KG,,,45,,,,N,0,,,
'12010026,EGG PLANT GREEN LONG,มะเขือยาวเขียว,KG,,,45,,,,N,0,,,
'15040014,SAPAM NOODLE YELLOW,หมี่สะปำ,KG,,,42,,,,N,0,,,
'15040013,RICE NOODLE,เส้นจันทร์กระต่าย,KG,,,40,,,,N,0,,,
'12010024,CUCUMBER SMALL,แตงกวาเล็ก,KG,,,40,,,,N,0,,,
'12010140,KEELEK LEAVES,ใบขี้เหล็กต้ม,KG,,,40,,,,N,0,,,
31000262,BANANA LEAVE,ใบตอง,Kg,,,40,,,,N,0,,,
'15040011,NOODLE CHAN,ก๋วยเตี๋ยวเส้นจันทร์(เส้นผัดไท)ตรากระต่าย,KG,,,40,,,,N,0,,,
'12010114,CABBAGE  WHITE,กะหล่ำปลีขาว,KG,,,40,,,,N,0,,,
'12010037,KAMIN FRESH,ขมิ้นสด,KG,,,40,,,,N,0,,,
'12010036,KALE,คะน้า,KG,,,40,,,,N,0,,,
15090006,PLAM SUGAR RED,น้ำตาลปี๊ปแดง KG,KG,,,40,,,,N,0,,,
'12000023,PANDANUS LEAVES,เตยหอม,KG,,,35,,,,N,0,,,
'15040004,NOODLE BIG,ก๋วยเตี๋ยวเส้นใหญ่,KG,,,35,,,,N,0,,,
'12010103,RED CABBAGE,กะหล่ำม่วง,KG,,,35,,,,N,0,,,
'12010129,CORN ON THE NO COB,ข้าวโพดฝัก(ไม่ปอกเปลือก),KG,,,35,,,,N,0,,,
'15010160,SLICED PICKLED CABBAGE(164074),ผักกาดดอง(หั่น)/(164074),KG,,,35,,,,N,0,,,
'12010121,BAMBOO SHOOTS PICKLED KG.,หน่อไม้ดอง,KG,,,35,,,,N,0,,,
'12010057,ONION LARGE,หอมใหญ่,KG,,,35,,,,N,0,,,
'12010082,WHITE LETTUCE,กาดขาว,KG,,,33,,,,N,0,,,
'12010045,LUFFA,บวบเหลี่ยม,KG,,,30,,,,N,0,,,
'15010069,PICKLED,ผักกาดดอง,KG,,,30,,,,N,0,,,
'12010019,CHINESE MORNING GLORY,ผักบุ้งจีน,KG,,,30,,,,N,0,,,
'12010062,PUMPKIN LARGE,ฟักทองใหญ่,KG,,,30,,,,N,0,,,
'12010021,CHOA PRAYA EGGPLANT,มะเขือเปราะ,KG,,,30,,,,N,0,,,
'12010061,POTATO SWEET,มันเทศ,KG,,,30,,,,N,0,,,
'12010089,มันม่วง,มันม่วง,KG,,,30,,,,N,0,,,
'12010049,MORNING GLORY,ผักบุ้งไทย,KG,,,27,,,,N,0,,,
'12010060,POTATO LARGE,มันฝรั่งใหญ่,KG,,,27,,,,N,0,,,
'12010081,TURNIP WHITE,หัวไชเท้า,KG,,,27,,,,N,0,,,
'12010010,CARROT,แครอท,KG,,,25,,,,N,0,,,
'12010023,CUCUMBER LARGE,แตงกวาใหญ่,KG,,,25,,,,N,0,,,
'15040007,THAI VERMICELLI,ขนมจีน,KG,,,25,,,,N,0,,,
'12010047,MARROW VAGETABLE,ฟักเขียว,KG,,,25,,,,N,0,,,
'12000019,MANGO,มะม่วงดิบ,KG,,,25,,,,N,0,,,
'12000025,PAPAYA RAW,มะละกอดิบ,KG,,,25,,,,N,0,,,
'12000015,JINTARA WATERMELON,แตงโมจินตรา,KG,,,23,,,,N,0,,,
'12010005,BEANSPROUTS CLEANED,ถั่วงอก,KG,,,22,,,,N,0,,,
'12010159,YAM BEAN WHOLE,มันแกวหัว,KG,,,20,,,,N,0,,,
'15040015,PHUKET NOODLE,หมี่ซั่วภูเก็ต,PACK,,,100,,,,N,0,,,
'14060008,QUAIL EGG PEEL(1x50),ไข่นกกระทาปอกเปลือก(1x50),PACK,,,95,,,,N,0,,,
'10050041,LOUK CHIN PLA,ลูกชิ้นปลากลม,PACK,,,90,,,,N,0,,,
'14060009,ไข่แดงเค็ม(1x10ฟอง),ไข่แดงเค็ม(1x10 ฟอง),PACK,,,85,,,,N,0,,,
'16020004,COCONUT JELATINE (PACK),วุ้นมะพร้าว(ใส่ในของหวาน),PACK,,,65,,,,N,0,,,
'15130061,RED PORK POWDER,ผงหมูแดง,PACK,,,40,,,,N,0,,,
'15010102,CHINESE HERB,เครื่องตุ๋นยาจีน,PACK,,,35,,,,N,0,,,
'15010076,DRY SEA WEED (1PACK/50G.),สาหร่ายแบบกลมสำหรับแกงจืด(1 แพ็คเท่ากับ 50ก.),PACK,,,25,,,,N,0,,,
'15060020,เคยปลา,เคยปลา,PACK,,,15,,,,N,0,,,
'12010053,MUSHROOM SHIMEJI BLACK,เห็ดชิเมจิดำ,PACK,,,15,,,,N,0,,,
'12010054,MUSHROOM SHIMEJI WHITE,เห็ดชิเมจิขาว,PACK,,,13,,,,N,0,,,
'12000026,PINEAPPLE LARGE,สับปะรดใหญ่,PCS,,,45,,,,N,0,,,
'16020008,KANOM FOUY THONG,ขนมฝอยทอง,PCS,,,20,,,,N,0,,,
'12000001,APPLE GREEN,แอปเปิ้ลเขียว(6 ลูก/กก.),PCS,,,15,,,,N,0,,,
15150013,เต้าหู้แผ่นขาว(ห่อใบตอง),เต้าหู้แผ่นขาว(ห่อใบตอง),Pcs,,,12,,,,N,0,,,
'15150007,BEAN CURE YELLOW,เต้าหู้เหลืองแผ่น,PCS,,,10,,,,N,0,,,
'15150002,BEAN CURD WHITE,เต้าหู้ขาวแผ่น,PCS,,,10,,,,N,0,,,
'15150001,BEAN CURD TUBE  EGG,เต้าหู้หลอดไข่,PCS,,,9.5,,,,N,0,,,
'14060004,CENTURY EGG,ไข่เยี่ยวม้า,PCS,,,9,,,,N,0,,,
'14060006,EGG SALTED,ไข่เค็มดิบ,PCS,,,8,,,,N,0,,,
'14060003,BOILED EGG SALTED,ไข่เค็มสุก,PCS,,,8,,,,N,0,,,
'14060005,DUCK EGG,ไข่เป็ด,PCS,,,8,,,,N,0,,,
'16020017,ขนมสอดไส้,ขนมสอดไส้,PCS,,,7.5,,,,N,0,,,
'16020009,KANOM THONG YIB,ขนมทองหยิบ,PCS,,,4,,,,N,0,,,
'16020013,MED KANUN,ขนมเม็ดขนุน,PCS,,,3.5,,,,N,0,,,
'16020010,KANOM THONG YOD,ขนมทองหยอด,PCS,,,3.5,,,,N,0,,,
'12010100,KAFFIRLIME,ลูกมะกรูด,PCS,,,3.5,,,,N,0,,,
'12010040,LEMONGRASS,ตะไคร้,PCS,,,1,,,,N,0,,,
