SKU#,Description,Local Description,Unit,Qty From,QtyTo,Quote Price,Foc,Discount Percent,Discount Amount,TaxType,TaxRate,Vendor SKU#,Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22150022,DEWAR WHITE LABLE BLENDED 700 ML.,DEWAR WHITE LABLE BLENDED 700 ML.,Btl,,,600,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'21010018,BEER CHANG LARGE 620 ML.(1x12)/(190814),‡∫’¬√Ï™È“ß§≈“  ‘§(¢«¥) 620 ¡≈.(1x12)/(190814),Case,,,610,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22150017,BALLANTINE'S FINEST 70 CL.,BALLANTINE'S FINEST 70 CL.,Btl,,,630,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22150015,JOHNNIE RED LABEL 70 CL. (113126),JOHNNIE RED LABEL 70 CL. (113126),Btl,,,647,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22130012,CHALONG BAY 700 ML.,CHALONG BAY 700 ML.,Btl,,,655,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21010014,BEER SINGHA 620 ML.(1x12)/(800080),‡∫’¬√Ï ‘ßÀÏ(¢«¥) 620 ¡≈.(1x12)/(800080),CASE,,,655,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22080004,ABSOLUTE VODKA 70 CL. (176697),ABSOLUTE VODKA 70 CL. (176697),Btl,,,680,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22150014,JIM BEAM 70 CL. (210498),JIM BEAM 70 CL. (210498),Btl,,,680,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22130008,CAPTAIN MORGAN BLACK 75 CL. (124117),CAPTAIN MORGAN BLACK 75 CL. (124117),Btl,,,693,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22020026,AMARETTO 75 CL.,AMARETTO 75 CL.,Btl,,,695,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22120004,BACARDI WHIITE RUM 75 CL. (933478),BACARDI WHIITE RUM 75 CL. (933478),Btl,,,710,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'21010001,BEER CHANG CLASSIC CAN 320 ML.(1*24)/(250315),‡∫’¬√Ï™È“ß§≈“  ‘§(°√–ªÎÕß) 320 ¡≈. (1*24)/(250315),TRAY,,,720,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21010008,BEER CHANG CLASSIC SMALL BTL 320ML.(1x24)/(330603),‡∫’¬√Ï™È“ß§≈“  ‘§(¢«¥ ) 320 ML.(1x24)/(330603),CASE,,,750,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22100006,GORDON'S DRY GIN 70 CL.(108848),GORDON'S DRY GIN 70 CL.(108848),Btl,,,761,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22020036,COPA DE ORO COFFEE LIQUEUR 70 CL.,COPA DE ORO COFFEE LIQUEUR 70 CL.,Btl,,,765,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'21010017,BEER CHANG COLD BREW BTL 320ML.(1x24),‡∫’¬√Ï™È“ß‚§≈¥Ï∫Ÿ√«Ï(¢«¥) 320 ¡≈.(1x12),Case,,,770,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22130010,MALIBU 70 CL. (151225),MALIBU 70 CL. (151225),Btl,,,780,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22020039,SOUTHERN COMFORT 75 CL.,SOUTHERN COMFORT 75 CL.,Btl,,,785,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'21010006,BEER SINGHA CAN 320 ML.(1x24)/(223275),‡∫’¬√Ï ‘ßÀÏ(°√–ªÎÕß) 320 ¡≈.(1x24)/(223275),TRAY,,,785,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21010015,BEER SINGHA SMALL 320 ML.(1x24)/(190333),‡∫’¬√Ï ‘ßÀÏ(¢«¥) 320 ¡≈.(1x24)/(190333),CASE,,,795,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22150020,BALLENTINE'S FINEST 1 L. (151196),BALLENTINE'S FINEST 1 L. (151196),Btl,,,820,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22130014,SAILOR JERRY RUM 700 ML.,SAILOR JERRY RUM 700 ML.,Btl,,,830,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22000021,RICARD 75 CL.,RICARD 75 CL.,Btl,,,910,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'21010019,SAN MIGUEL SMALL CAN 330 ML.(1x24)/TRAY(100986),SAN MIGUEL SMALL CAN 330 ML.(1x24)/TRAY(100986),TRAY,,,910,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22150013,JAMESON WHISKY 70 CL. (105149),JAMESON WHISKY 70 CL. (105149),Btl,,,915,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22150021,JOHN JAMESON IRISH WHISKEY 700 ML.,JOHN JAMESON IRISH WHISKEY 700 ML.,Btl,,,915,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22000016,PERNOD 75 CL.,PERNOD 75 CL.,Btl,,,930,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'21010013,SAN MIGUEL SMALL BTL 330 ML.(1x24)/CASE(151202),SAN MIGUEL SMALL BTL 330 ML.(1x24)/CASE(151202),CASE,,,945,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22000013,MARTINI EXTRA DRY 100 CL.(184496),MARTINI EXTRA DRY 100 CL.(184496),Btl,,,960,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22000014,MARTINI ROSSO 100 CL.(184492),MARTINI ROSSO 100 CL.(184492),Btl,,,960,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22000022,ANGOSTURA AROMATIC BITTERS 200 ML.,ANGOSTURA AROMATIC BITTERS 200 ML.,Btl,,,980,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22150018,CANADIAN CLUB 75 CL.,CANADIAN CLUB 75 CL.,Btl,,,980,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'24010003,TIO PEPE DRY SHERRY 75 CL.,TIO PEPE DRY SHERRY 75 CL.,Btl,,,980,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'21010005,BEER HEINEKEN CAN 320 ML.(1x24)(805003),‡∫’¬√Ï‰Œ‡π‡°Èπ 320 ¡≈.(1x24)/(805003),TRAY,,,1015,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21010011,BEER HEINEKEN SMALL BTL 330ML.(1x24)/(203866),‡∫’¬√Ï‰Œ‡π‡°Èπ(¢«¥) 330 ¡≈.(1x24)/(203866),CASE,,,1015,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22000018,APEROL APERITIF 70 CL.,APEROL APERITIF 70 CL.,Btl,,,1025,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22000023,APEROL APERITIF 70 CL.,APEROL APERITIF 70 CL.,Btl,,,1025,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22050002,KHALUA 70 CL.(64961),KHALUA 70 CL.(64961),Btl,,,1055,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22100011,BOMBAY GIN 75 CL.(184502),BOMBAY GIN 75 CL.(184502),Btl,,,1060,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22100010,TANQUERAY GIN 75 CL.,TANQUERAY GIN 75 CL.,Btl,,,1061,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22030002,BAILEY'S IRISH CREAM 70 CL.,BAILEY'S IRISH CREAM 70 CL.,Btl,,,1070,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22150012,JACK DANIEL'S 70 CL. (184603),JACK DANIEL'S 70 CL. (184603),Btl,,,1120,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22020045,MIDORI MELON LIQUEUR 70 CL.,MIDORI MELON LIQUEUR 70 CL.,Btl,,,1180,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22000012,CAMPARI BITTER 75 CL. (158697),CAMPARI BITTER 75 CL. (158697),Btl,,,1200,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22150019,CHIVAS REGEL 70 CL.(118144),CHIVAS REGEL 70 CL.(118144),Btl,,,1260,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22020027,COINTREAU 70 CL. (156848),COINTREAU 70 CL. (156848),Btl,,,1285,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22150016,JOHNNIE BLACK LABLE 70 CL. (113087),JOHNNIE BLACK LABLE 70 CL. (113087),Btl,,,1301,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22020037,CHERRY HERRING 70 CL.,CHERRY HERRING 70 CL.,Btl,,,1350,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22020043,DRUMBUIE 70 CL.,DRUMBUIE 70 CL.,Btl,,,1450,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'20000019,RED BULL EXTRA CAN 170ML.(1x12)/PACK(191869),‡√¥∫≈Ÿ‡ÕÁ°´Ïµ√È“ 170 ¡≈.(1*12)/·æÁ§(191869),PACK,,,1450,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21000001,BEER CORONA EXTRA BTL 330 ML. (1x24),‡∫’¬√Ï‚§‚√πË“‡ÕÁ°´Ïµ√È“(¢«¥) 330 ¡≈.(1x24)/≈—ß,CASE,,,1550,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22020038,D.O.M BENEDICTINE LIQUEUR 70 CL.,D.O.M BENEDICTINE LIQUEUR 70 CL.,Btl,,,1700,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22010013,HENNESSY V.S.O.P 70 CL. (132952),HENNESSY V.S.O.P 70 CL. (132952),Btl,,,2658,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'21010020,BEER CHANG(DRAUGHT) 30L./TANK,‡∫’¬√Ï™È“ß ¥ 30 ≈‘µ√/∂—ß,TANK,,,2789.72,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22010009,REMY MARTIN V.S.O.P 70 CL.,REMY MARTIN V.S.O.P 70 CL.,Btl,,,2800,,,,A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
